host_response_rate,host_is_superhost,host_listings_count,accommodates,bathrooms,bedrooms,beds,number_of_reviews,number_of_stays,review_duration_days,host_duration_days,price_value,host_response_power,host_commitment,bedroom_quality,space_per_guest,essential_amenities,review_consistency,instant_bookable,host_identity_verified,room_type,cancellation_policy,review_scores_rating
100.0,1,6.0,2.0,1.0,0.0,1.0,53.0,106.0,581,3422.0,62.5,194.59101490553132,31.981308411214954,0.0,1.8181818181818181,3,0.5408163265306123,1,0,0,1,97.0
100.0,0,7.0,11.0,2.0,3.0,4.0,61.0,122.0,427,3283.0,18.09090909090909,207.94415416798358,26.691056910569106,1.2,2.682926829268293,3,0.648936170212766,1,0,0,3,93.0
100.0,0,1.0,12.0,3.5,3.5,6.0,22.0,44.0,1431,3649.0,27.333333333333332,69.31471805599453,81.08888888888889,0.875,1.9672131147540985,3,0.23157894736842105,1,1,0,3,94.0
100.0,1,3.0,2.0,1.0,1.0,1.0,20.0,40.0,363,3437.0,45.0,138.62943611198907,83.82926829268293,0.6666666666666666,1.8181818181818181,2,0.19801980198019803,0,1,1,0,100.0
100.0,1,3.0,4.0,1.0,1.0,2.0,2.0,4.0,2,3423.0,15.5,138.62943611198907,684.6,0.6666666666666666,1.9047619047619047,1,0.019801980198019802,1,1,1,3,100.0
100.0,1,2.0,2.0,1.5,1.0,1.0,44.0,88.0,527,2734.0,40.0,109.86122886681098,30.719101123595507,0.5,1.8181818181818181,3,0.4489795918367347,1,0,1,1,97.0
100.0,0,1.0,2.0,1.0,1.0,1.0,3.0,6.0,14,2256.0,37.5,69.31471805599453,322.2857142857143,0.6666666666666666,1.8181818181818181,2,0.0297029702970297,1,0,1,3,100.0
100.0,1,1.0,2.0,1.0,1.0,1.0,41.0,82.0,1115,3292.0,60.0,69.31471805599453,39.66265060240964,0.6666666666666666,1.8181818181818181,3,0.422680412371134,0,1,0,3,96.0
0.0,1,1.0,2.0,1.0,1.0,1.0,6.0,12.0,12,3668.0,49.0,0.0,282.15384615384613,0.6666666666666666,1.8181818181818181,3,0.061224489795918366,1,1,1,1,97.0
100.0,1,21.0,1.0,3.5,1.0,1.0,6.0,12.0,748,2928.0,50.0,309.1042453358316,225.23076923076923,0.25,0.9090909090909091,3,0.0594059405940594,0,0,2,3,100.0
100.0,0,16.0,5.0,1.0,1.0,3.0,56.0,112.0,544,3286.0,20.4,283.3213344056216,29.079646017699115,0.6666666666666666,1.6129032258064515,3,0.5773195876288659,1,0,0,1,96.0
100.0,0,1.0,5.0,2.0,2.0,2.0,2.0,4.0,15,2235.0,79.0,69.31471805599453,447.0,0.8,2.380952380952381,3,0.019801980198019802,1,1,0,3,100.0
100.0,1,2.0,2.0,1.0,0.0,1.0,9.0,18.0,407,3602.0,54.5,109.86122886681098,189.57894736842104,0.0,1.8181818181818181,3,0.0891089108910891,1,1,0,3,100.0
100.0,1,1.0,6.0,2.0,2.0,2.0,18.0,36.0,169,2385.0,29.166666666666668,69.31471805599453,64.45945945945945,0.8,2.857142857142857,3,0.1836734693877551,1,0,0,1,97.0
100.0,1,21.0,1.0,3.5,1.0,1.0,2.0,4.0,62,2928.0,55.0,309.1042453358316,585.6,0.25,0.9090909090909091,3,0.02197802197802198,0,0,2,3,90.0
100.0,0,10.0,8.0,1.0,2.0,3.0,28.0,56.0,203,3791.0,15.625,239.78952727983707,66.50877192982456,1.3333333333333333,2.5806451612903225,3,0.28,1,1,0,3,99.0
100.0,0,21.0,10.0,3.5,3.0,5.0,4.0,8.0,467,4717.0,38.0,309.1042453358316,524.1111111111111,0.75,1.9607843137254903,3,0.039603960396039604,0,1,0,3,100.0
100.0,0,1.0,8.0,2.0,2.0,2.0,15.0,30.0,216,2465.0,58.4375,69.31471805599453,79.51612903225806,0.8,3.8095238095238093,2,0.1595744680851064,1,0,0,3,93.0
100.0,1,1.0,2.0,1.0,1.0,1.0,25.0,50.0,93,3992.0,59.5,69.31471805599453,78.27450980392157,0.6666666666666666,1.8181818181818181,3,0.25252525252525254,1,0,0,1,98.0
100.0,1,8.0,6.0,1.0,2.0,4.0,36.0,72.0,237,3231.0,27.5,219.72245773362195,44.26027397260274,1.3333333333333333,1.4634146341463417,3,0.36363636363636365,0,0,0,1,98.0
0.0,0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,0,3608.0,25.833333333333332,0.0,1202.6666666666667,0.8,2.857142857142857,2,0.009900990099009901,1,1,0,0,100.0
0.0,0,1.0,2.0,1.5,1.0,1.0,1.0,2.0,0,2761.0,29.5,0.0,920.3333333333334,0.5,1.8181818181818181,2,0.009900990099009901,0,0,1,1,100.0
100.0,1,4.0,4.0,1.0,1.0,2.0,59.0,118.0,1018,3810.0,40.0,160.94379124341003,32.016806722689076,0.6666666666666666,1.9047619047619047,2,0.6020408163265306,1,1,0,1,97.0
100.0,1,1.0,3.0,1.0,0.0,2.0,18.0,36.0,106,3876.0,20.0,69.31471805599453,104.75675675675676,0.0,1.4285714285714286,1,0.1782178217821782,0,1,0,1,100.0
100.0,1,3.0,4.0,1.0,1.0,4.0,119.0,238.0,629,3875.0,36.25,138.62943611198907,16.213389121338913,0.6666666666666666,0.9756097560975611,2,1.2142857142857142,0,1,0,3,97.0
100.0,0,3.0,2.0,1.0,1.0,1.0,14.0,28.0,1147,3318.0,37.5,138.62943611198907,114.41379310344827,0.6666666666666666,1.8181818181818181,2,0.15384615384615385,0,0,1,3,90.0
100.0,0,5.0,4.0,1.0,1.0,1.0,15.0,30.0,682,2878.0,70.0,179.1759469228055,92.83870967741936,0.6666666666666666,3.6363636363636362,2,0.1485148514851485,1,0,0,3,100.0
100.0,1,1.0,6.0,1.0,2.0,4.0,74.0,148.0,460,3001.0,29.166666666666668,69.31471805599453,20.140939597315437,1.3333333333333333,1.4634146341463417,3,0.74,1,0,0,3,99.0
100.0,0,1.0,4.0,1.0,1.0,2.0,4.0,8.0,29,4329.0,30.0,69.31471805599453,481.0,0.6666666666666666,1.9047619047619047,2,0.04395604395604396,0,0,0,3,90.0
100.0,1,2.0,2.0,1.0,1.0,1.0,36.0,72.0,736,3320.0,30.0,109.86122886681098,45.47945205479452,0.6666666666666666,1.8181818181818181,3,0.3564356435643564,0,0,1,1,100.0
100.0,0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,2299.0,50.0,69.31471805599453,766.3333333333334,0.6666666666666666,0.9090909090909091,2,0.009900990099009901,0,0,1,0,100.0
100.0,0,21.0,3.0,1.0,1.0,2.0,7.0,14.0,101,4520.0,155.83333333333334,309.1042453358316,301.3333333333333,0.6666666666666666,1.4285714285714286,3,0.07142857142857142,1,1,0,3,97.0
0.0,0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,0,3683.0,115.0,0.0,1227.6666666666667,0.6666666666666666,3.6363636363636362,3,0.012345679012345678,1,1,0,3,80.0
100.0,0,1.0,2.0,1.0,1.0,1.0,24.0,48.0,370,2764.0,42.5,69.31471805599453,56.40816326530612,0.6666666666666666,1.8181818181818181,3,0.25,0,0,1,0,95.0
100.0,1,21.0,6.0,2.0,2.0,4.0,3.0,6.0,109,3242.0,77.91666666666667,309.1042453358316,463.14285714285717,0.8,1.4634146341463417,2,0.0297029702970297,1,1,0,5,100.0
100.0,1,21.0,4.0,1.0,1.0,2.0,29.0,58.0,2159,4320.0,37.5,309.1042453358316,73.22033898305085,0.6666666666666666,1.9047619047619047,2,0.29,1,1,0,3,99.0
100.0,0,0.0,4.0,1.0,0.0,2.0,3.0,6.0,7,2173.0,37.5,0.0,310.42857142857144,0.0,1.9047619047619047,3,0.031914893617021274,0,0,0,0,93.0
100.0,1,21.0,1.0,3.5,1.0,1.0,1.0,2.0,0,2928.0,55.0,309.1042453358316,976.0,0.25,0.9090909090909091,3,0.009900990099009901,0,0,2,3,100.0
100.0,1,1.0,2.0,1.0,1.0,1.0,33.0,66.0,371,2533.0,84.5,69.31471805599453,37.80597014925373,0.6666666666666666,1.8181818181818181,3,0.33,0,0,0,1,99.0
100.0,0,2.0,8.0,3.5,3.5,5.0,1.0,2.0,0,2816.0,58.4375,109.86122886681098,938.6666666666666,0.875,1.5686274509803924,3,0.009900990099009901,0,0,0,3,100.0
0.0,0,1.0,2.0,1.0,1.0,1.0,4.0,8.0,49,3307.0,175.0,0.0,367.44444444444446,0.6666666666666666,1.8181818181818181,3,0.041666666666666664,0,1,0,3,95.0
100.0,0,8.0,12.0,3.5,3.5,6.0,13.0,26.0,150,2549.0,38.958333333333336,219.72245773362195,94.4074074074074,0.875,1.9672131147540985,3,0.13541666666666666,0,0,0,3,95.0
100.0,1,12.0,3.0,1.0,1.0,4.0,36.0,72.0,1542,4006.0,31.666666666666668,256.49493574615366,54.87671232876713,0.6666666666666666,0.7317073170731708,3,0.36363636363636365,0,1,0,0,98.0
100.0,0,14.0,4.0,1.0,1.0,2.0,84.0,168.0,937,3682.0,19.0,270.805020110221,21.78698224852071,0.6666666666666666,1.9047619047619047,2,0.9545454545454546,1,0,0,3,87.0
100.0,1,21.0,6.0,1.0,2.0,4.0,51.0,102.0,347,3113.0,37.333333333333336,309.1042453358316,30.223300970873787,1.3333333333333333,1.4634146341463417,3,0.5368421052631579,1,0,0,3,94.0
100.0,1,1.0,4.0,1.0,1.0,2.0,122.5,245.0,498,4693.0,24.75,69.31471805599453,19.077235772357724,0.6666666666666666,1.9047619047619047,3,1.2373737373737375,1,1,0,1,98.0
100.0,1,21.0,4.0,1.0,1.0,3.0,3.0,6.0,266,3242.0,73.75,309.1042453358316,463.14285714285717,0.6666666666666666,1.2903225806451613,2,0.0297029702970297,1,1,0,5,100.0
100.0,1,2.0,5.0,1.0,1.0,3.0,46.0,92.0,652,3480.0,27.8,109.86122886681098,37.41935483870968,0.6666666666666666,1.6129032258064515,3,0.46,0,0,0,0,99.0
100.0,0,15.0,6.0,2.0,2.0,3.0,3.0,6.0,124,5096.0,21.5,277.25887222397813,728.0,0.8,1.9354838709677418,3,0.0297029702970297,0,1,0,3,100.0
100.0,1,16.0,2.0,1.0,0.0,1.0,29.0,58.0,853,4097.0,37.0,283.3213344056216,69.44067796610169,0.0,1.8181818181818181,3,0.29,1,0,0,1,99.0
100.0,1,4.0,4.0,1.0,1.0,2.0,48.0,96.0,1552,3919.0,49.75,160.94379124341003,40.402061855670105,0.6666666666666666,1.9047619047619047,3,0.4948453608247423,1,1,0,3,96.0
100.0,0,5.0,2.0,1.0,1.0,1.0,2.0,4.0,7,4531.0,50.0,179.1759469228055,906.2,0.6666666666666666,1.8181818181818181,2,0.03278688524590164,1,1,1,0,60.0
100.0,1,1.0,3.0,1.0,0.0,2.0,79.0,158.0,429,3489.0,26.0,69.31471805599453,21.943396226415093,0.0,1.4285714285714286,2,0.797979797979798,1,1,0,0,98.0
