,host_listings_count,accommodates,beds,cleaning_fee,minimum_nights,maximum_nights,review_scores_rating,host_about_cleaned,house_rules_cleaned,notes_cleaned,cancellation_policy_cleaned,description_cleaned,interaction_cleaned,access_cleaned,room_type_cleaned,property_type_cleaned,host_response_time
0,19.0,1.0,2.0,50.0,5.0,1125.0,85.0,0.0009856134048307032,0.0009980006834255744,0.0009856565572795074,1,0.0009498544028673106,0.0009893075216367859,0.0009980011850380705,1,9,2
1,1.0,8.0,5.0,100.0,4.0,15.0,97.0,0.00099047297758767,0.0009879693230654505,0.0009899406767448528,1,0.0009389829554499351,0.000993712852369735,0.0009952201459581843,0,9,2
2,12.0,3.0,1.0,90.0,1.0,1125.0,98.0,0.0009682765203193257,0.000960125527329868,0.000993214324670232,1,0.0009411135950133138,0.000996092790955448,0.0009926248107368358,0,9,2
3,7.0,2.0,1.0,75.0,2.0,1125.0,98.0,0.0009903600425126406,0.000996228726079503,0.0009905835432696855,1,0.0009842870869847878,0.0009895446921626863,0.0009813165789138054,0,9,1
4,21.0,6.0,4.0,165.0,2.0,1125.0,100.0,0.0009575846465313041,0.0009980006834255744,0.0009879437101576564,1,0.000953025144662443,0.0009830996771881101,0.0009821621381788334,0,9,1
5,3.0,6.0,3.0,105.0,3.0,1125.0,97.0,0.0009427527735508274,0.0009669705521280663,0.0009848203602436545,1,0.0009476647653232885,0.0009833830170760441,0.0009761303154413952,0,9,1
6,15.0,12.0,6.0,280.0,2.0,1125.0,100.0,0.0009771180112081756,0.0009766392845535785,0.0009617937785513899,1,0.0009465501666550045,0.000994346339704949,0.0009909806130249128,0,9,1
7,8.0,4.0,3.0,200.0,4.0,1125.0,100.0,0.0009575016445492772,0.0009941349061965202,0.0009906946573341076,1,0.0009545797587016398,0.000998000243446929,0.000997227270604573,0,9,1
8,1.0,3.0,2.0,30.0,1.0,1125.0,94.0,0.0009913486953857078,0.0009915895668825814,0.0009873967452528301,1,0.0009356302322589049,0.0009770277688996055,0.0009832065681856042,0,3,1
9,1.0,3.0,1.0,0.0,4.0,5.0,85.0,0.0009903600425126406,0.0009889694739396483,0.0009905453462053851,1,0.0009680122008903483,0.000998000243446929,0.0009942419188872205,0,9,1
10,21.0,2.0,1.0,43.0,2.0,7.0,95.0,0.0009560957581148475,0.0009980006834255744,0.0009842380773552833,1,0.0009361564719145544,0.0009972828329231135,0.000979366580367886,0,9,1
11,5.0,4.0,2.0,100.0,6.0,90.0,88.0,0.0009756321845451561,0.0009790039174116636,0.0009890742682648755,1,0.0009555168088726178,0.0009851453443010289,0.0009881785657852018,0,9,1
12,21.0,3.0,1.0,89.0,2.0,1125.0,90.0,0.0009654572236285323,0.0009300620177012738,0.0009801588654340075,1,0.0009717389327986999,0.0009928112116477715,0.0009980011850380705,0,9,1
13,2.0,4.0,2.0,75.0,3.0,1125.0,97.0,0.0009813337641228685,0.0009723071205552533,0.0009905028723021145,1,0.0009621168133551721,0.000987657654406923,0.000985551975219487,0,9,1
14,21.0,6.0,3.0,229.0,4.0,28.0,92.0,0.000977851201860432,0.0009383891262378674,0.000960421831831055,1,0.0009351496100783522,0.0009578361796049918,0.0009177931640857378,0,9,1
15,21.0,8.0,3.0,275.0,1.0,365.0,94.0,0.000973790026982922,0.0009481496819812247,0.0009885052882857204,1,0.0009365885665911287,0.000998000243446929,0.0009980011850380705,0,9,1
16,1.0,6.0,4.0,100.0,1.0,15.0,93.0,0.0009902025947867198,0.000999,0.0009980079341881632,1,0.0009570445792264552,0.0009943246132751214,0.0009872636377517912,0,9,1
17,1.0,2.0,1.0,50.0,1.0,21.0,97.0,0.0009519191971561059,0.0009596998600151428,0.0009838658827691319,1,0.0009400401169519217,0.0009819554162496047,0.0009757580160546555,0,3,1
18,7.0,2.0,1.0,75.0,2.0,1125.0,98.0,0.0009903600425126406,0.000996228726079503,0.0009905835432696855,1,0.000953872973971396,0.0009895446921626863,0.0009813165789138054,0,9,1
19,2.0,4.0,2.0,135.0,5.0,30.0,100.0,0.0009903600425126406,0.0009656500957002061,0.0009870426276684322,1,0.0009605540310690241,0.0009871677027765535,0.0009980011850380705,0,9,1
20,4.0,4.0,2.0,70.0,2.0,30.0,98.0,0.000983456125448093,0.000989691105934851,0.0009707010890799466,1,0.000933649581589018,0.000994507029919472,0.0009946800165349249,0,9,1
21,4.0,4.0,3.0,129.0,3.0,1124.0,98.0,0.0009738158343413177,0.000943274350458974,0.000988966162677792,1,0.000952486458624898,0.0009880056482287974,0.0009980011850380705,0,9,1
22,1.0,2.0,1.0,22.0,2.0,12.0,98.0,0.0009534043345728794,0.0009538330788114726,0.0009428336568835041,1,0.0009503469046173546,0.0009666380051897762,0.0009490738085758556,1,9,1
23,1.0,2.0,1.0,20.0,1.0,1125.0,85.0,0.0009980014479456778,0.0009953098726958576,0.000992657428363826,1,0.0009578744497535357,0.0009970403976202293,0.0009981881018053752,1,9,4
24,14.0,6.0,2.0,85.0,2.0,1125.0,90.0,0.0009943268477235834,0.0009980006834255744,0.0009886977556617322,1,0.0009450852337566995,0.000994301058637857,0.0009980011850380705,0,9,1
25,1.0,2.0,1.0,100.0,6.0,120.0,100.0,0.0009772443328279572,0.000994456627726873,0.0009942447319654158,1,0.000937875885366156,0.0009980160011621986,0.000984466883766309,0,9,1
26,2.0,2.0,2.0,135.0,1.0,7.0,98.0,0.0009571967744689333,0.0009910789779022757,0.0009913543154921347,1,0.0009416949720547251,0.000994701017485298,0.0009875655138598654,1,9,1
27,1.0,4.0,2.0,100.0,6.0,1125.0,100.0,0.0009907268420464238,0.0009970942540240518,0.0009804489850760655,1,0.0009285315683236824,0.000998000243446929,0.0009793456707408979,0,9,1
28,2.0,1.0,1.0,8.0,3.0,1125.0,100.0,0.000980159606410306,0.0009941582253736913,0.0009939111590444383,1,0.0009559846292913069,0.00098442564792036,0.0009941513628530302,1,9,1
29,1.0,9.0,5.0,280.0,6.0,60.0,100.0,0.0009980006669814616,0.000988300755807622,0.0009925302706909808,1,0.0009489100846009339,0.0009871971085792808,0.0009834336780893708,0,10,1
30,11.0,10.0,6.0,190.0,2.0,1125.0,100.0,0.0009674782140006085,0.0009963230097195276,0.0009879437101576564,1,0.0009455523755980151,0.000990336621953696,0.0009980011850380705,0,9,1
31,2.0,4.0,2.0,100.0,3.0,45.0,100.0,0.0009726836415976778,0.000989663615078397,0.0009856164740923673,1,0.0009635975227259368,0.0009889117616680922,0.000994565021426421,0,9,1
32,5.0,3.0,2.0,15.0,1.0,30.0,92.0,0.0009914061151749774,0.0009944338947120422,0.0009962314982561245,1,0.0009556119671565508,0.000998000243446929,0.0009981359785547503,1,9,1
33,1.0,4.0,1.0,80.0,1.0,30.0,100.0,0.000998107224218662,0.000999,0.000994448976327632,1,0.0009485800767670274,0.0009880880526851763,0.0009947921077666949,0,9,1
34,1.0,4.0,2.0,125.0,3.0,1125.0,100.0,0.0009913486953857078,0.0009980006834255744,0.0009913400734184918,1,0.0009599191692365527,0.0009941271154342143,0.0009908079363550298,0,3,3
35,1.0,8.0,4.0,280.0,3.0,1125.0,100.0,0.0009836513023411227,0.0009613036219150783,0.000990969101796574,1,0.0009396478120902045,0.000993749625334759,0.000991793892485049,0,9,1
36,0.0,3.0,1.0,70.0,1.0,1125.0,85.0,0.0009888959635990422,0.0009905714943171592,0.0009894336570825137,1,0.0009475706178753944,0.0009965764426265063,0.0009980011850380705,0,9,1
37,1.0,5.0,3.0,100.0,2.0,1125.0,92.0,0.0009743737359625106,0.000989103474603515,0.0009892376405408864,1,0.0009363014673130281,0.00099033105367558,0.000990152732088718,0,9,1
38,7.0,2.0,1.0,27.0,1.0,1125.0,97.0,0.0009902025947867198,0.0009553947350143228,0.0009643799159069404,1,0.0009464323928083516,0.0009810793758387299,0.0009541629446496944,1,9,1
39,21.0,6.0,3.0,147.0,2.0,1125.0,95.0,0.0009621136563054695,0.0009489992596497126,0.00098958204308528,1,0.0009285436783837345,0.000998000243446929,0.0009980011850380705,0,9,1
40,4.0,8.0,3.0,195.0,2.0,30.0,99.0,0.0009913236509007898,0.000986675896337934,0.0009882682233747862,1,0.000957757416264378,0.000998000243446929,0.0009923589762527055,0,10,1
41,6.0,12.0,6.0,180.0,2.0,90.0,98.0,0.0009902025947867198,0.0009980006834255744,0.0009931459926674935,1,0.0009587095378078472,0.000998000243446929,0.0009960839982694196,0,9,1
42,18.0,4.0,2.0,180.0,6.0,1125.0,100.0,0.0009529450832137072,0.0009980006834255744,0.000989448172618071,1,0.0009591568968908433,0.000998000243446929,0.0009980011850380705,0,9,4
43,1.0,6.0,4.0,250.0,2.0,1125.0,96.0,0.0,0.0009548905707445253,0.0009891559732022133,1,0.000983542739168901,0.0009948411882083688,0.0009990000000000003,0,9,1
44,3.0,1.0,1.0,20.0,2.0,1125.0,100.0,0.0009902025947867198,0.000999,0.0009960651890638544,1,0.0009524745965196933,0.0009876489340191609,0.0009898812187923236,1,9,2
45,1.0,3.0,1.0,40.0,3.0,1125.0,98.0,0.0009833951650073144,0.0009980006834255744,0.0009885900417984826,1,0.0009661600240160852,0.000998000243446929,0.0009972092122462765,0,3,1
46,5.0,2.0,2.0,60.0,1.0,29.0,85.0,0.0009902025947867198,0.0009542501305327102,0.0009903100894272756,1,0.0009835965754675983,0.000996207251101538,0.0009969019327332903,1,9,3
47,4.0,2.0,1.0,30.0,1.0,1125.0,95.0,0.0009637624844478115,0.0009938177528005625,0.0009913452431074728,1,0.000931333223292664,0.0009923976264537906,0.0009908049587650921,1,9,1
48,2.0,2.0,1.0,25.0,1.0,14.0,100.0,0.0009720973598747138,0.0009945010426204944,0.0009954856492006502,1,0.000948504782911239,0.0009886506610639592,0.0009841986471427638,1,9,1
49,1.0,4.0,3.0,50.0,2.0,1125.0,98.0,0.0009915291920574135,0.0009970644561550725,0.0009890282081958578,1,0.0009685821820858989,0.000998000243446929,0.0009980011850380705,0,9,1
50,2.0,4.0,2.0,100.0,3.0,1125.0,98.0,0.0009548005417586785,0.0009980006834255744,0.0009840763434783798,1,0.0009432519258172104,0.0009743320492540345,0.0009887217796949903,0,9,3
51,1.0,6.0,3.0,135.0,3.0,22.0,97.0,0.0009730016653422752,0.0009937168707686587,0.000958119148893097,1,0.0009591980162785607,0.0009502449565451156,0.0009650337764597019,0,3,1
52,5.0,4.0,2.0,0.0,3.0,7.0,100.0,0.000989610333116485,0.0009980006834255744,0.0009697426096305663,1,0.0009602439578590609,0.000987329496023089,0.0009980011850380705,0,0,3
53,1.0,2.0,1.0,0.0,1.0,1125.0,100.0,0.0009903600425126406,0.0009921465508863977,0.0009894336570825137,1,0.0009837381597029087,0.000998000243446929,0.0009980011850380705,0,9,1
54,1.0,4.0,2.0,0.0,1.0,3.0,100.0,0.0009903600425126406,0.000994275472063143,0.0009879437101576564,1,0.0009612409972558879,0.0009954260845265674,0.0009980011850380705,0,9,1
55,2.0,4.0,1.0,70.0,2.0,27.0,97.0,0.0009928555751661826,0.0009491379281851738,0.0009635716166207511,1,0.0009302707922470026,0.000983076134724878,0.0009980011850380705,0,9,1
56,9.0,6.0,2.0,120.0,2.0,1125.0,100.0,0.0009916957397196513,0.0009430005933115713,0.000988966162677792,1,0.0009310292280404069,0.000990353785833577,0.0009980011850380705,0,9,1
57,3.0,4.0,2.0,0.0,3.0,14.0,100.0,0.000998048580841423,0.0009980006834255744,0.0009858774752190974,1,0.000954136877296342,0.000998000243446929,0.0009980011850380705,1,10,1
58,5.0,12.0,6.0,75.0,2.0,29.0,91.0,0.0009842643913499382,0.0009950579435196141,0.0009913419990646803,1,0.0009348767204192769,0.000996118704003103,0.000977978229179731,0,9,1
59,1.0,2.0,1.0,15.0,2.0,7.0,95.0,0.0009902025947867198,0.0009825342992223803,0.0009805930185340542,1,0.0009450001747266084,0.0009863735646619544,0.0009843762835499202,1,9,1
60,21.0,4.0,2.0,234.0,1.0,999.0,92.0,0.0009902025947867198,0.0009529359157371924,0.0009706618632714778,1,0.0009426083290850647,0.0009896449537147446,0.0009866864693210617,0,9,1
61,2.0,2.0,1.0,100.0,2.0,14.0,100.0,0.0009854561487496636,0.0009807558158394971,0.0009894540267298205,1,0.0009765212031529768,0.000998000243446929,0.0009980011850380705,1,9,3
62,1.0,3.0,2.0,150.0,6.0,60.0,85.0,0.0009902025947867198,0.000981230710852761,0.000987611907279878,1,0.000951914651196385,0.0009885968079963176,0.0009888933591724657,0,9,1
63,1.0,2.0,1.0,50.0,2.0,1125.0,93.0,0.0009872822852154816,0.0009980006834255744,0.0009965429456754128,1,0.0009408264605349166,0.000991740885597788,0.0009922281081201035,0,9,2
64,21.0,6.0,1.0,99.0,2.0,1125.0,96.0,0.0009820865164741255,0.0009752222380650508,0.0009888602483836572,1,0.0009558258196656421,0.0009909412997734408,0.0009861124541813617,0,9,1
65,3.0,12.0,6.0,100.0,1.0,1125.0,98.0,0.0009842780523782206,0.0009980006834255744,0.0009908117446283744,1,0.000944017587553836,0.0009937086042604468,0.0009980011850380705,0,9,1
66,2.0,2.0,1.0,220.0,2.0,1125.0,99.0,0.000987443501058305,0.0009619913429177181,0.0009498326411817603,1,0.0009483326176605124,0.0009892063672162367,0.000997157405068802,0,9,1
67,20.0,2.0,1.0,75.0,6.0,1000.0,100.0,0.0009937020934161918,0.0009889068537748227,0.000985488688346603,1,0.0009354517639865586,0.000994488453420584,0.0009980011850380705,0,9,1
68,1.0,2.0,1.0,0.0,3.0,1125.0,99.0,0.0009635405673356229,0.0009674106664356266,0.0,1,0.0009368597626586888,0.0009916598296374314,0.0009644396155760133,1,10,1
69,1.0,4.0,3.0,60.0,4.0,28.0,99.0,0.0009900515680088822,0.0009891039615951198,0.0009865527763051924,1,0.000942459974965746,0.0009880308670493247,0.0009836032430781167,0,9,1
70,4.0,4.0,1.0,29.0,2.0,14.0,100.0,0.0009883317866846626,0.0009964992347284928,0.0009896718791095847,1,0.0009428305701158615,0.0009953653810621953,0.0009980011850380705,1,9,2
71,16.0,12.0,6.0,280.0,2.0,28.0,98.0,0.0009701960962503102,0.0009772393189597416,0.0009707283253411773,1,0.0009497748282439203,0.0009847088130211235,0.0009870632002661787,0,9,1
72,10.0,6.0,3.0,100.0,2.0,1125.0,100.0,0.0009903600425126406,0.0009875888970211823,0.0009880749162236562,1,0.0009746883925802187,0.000998000243446929,0.0009980011850380705,0,9,1
73,2.0,2.0,1.0,50.0,2.0,1125.0,95.0,0.0009678083159339779,0.0009938331885397565,0.0009887390980362137,1,0.0009586638998439496,0.0009942582252585083,0.0009896251354518312,0,9,1
74,2.0,4.0,2.0,200.0,3.0,1125.0,100.0,0.0009914599905259918,0.0009980006834255744,0.0009901566658646972,1,0.0009677553148407944,0.000998000243446929,0.000996543510287993,0,9,1
75,1.0,7.0,2.0,150.0,2.0,14.0,99.0,0.0009902025947867198,0.0009371151467225794,0.0009795105317836664,1,0.0009424749747986233,0.0009904803017110166,0.0009888378941114988,0,9,1
76,21.0,6.0,5.0,120.0,1.0,180.0,100.0,0.0009847383094374062,0.000936630893040769,0.0009573571887365574,1,0.0009438138415997832,0.0009812822672709228,0.000996099846886287,0,9,1
77,21.0,3.0,1.0,89.0,2.0,1125.0,85.0,0.0009654572236285323,0.0009300620177012738,0.0009801588654340075,1,0.0009717389327986999,0.0009928112116477715,0.0009980011850380705,0,9,1
78,5.0,8.0,3.0,55.0,1.0,1125.0,91.0,0.0009912247287466704,0.0009332366241135459,0.0009949101965244967,1,0.0009510694325252697,0.0009962285966236802,0.0009963066137981874,0,9,1
79,2.0,6.0,3.0,110.0,3.0,31.0,100.0,0.0009638271562754983,0.0009844491409705697,0.0009850917549531467,1,0.0009463959365671708,0.000998000243446929,0.0009980011850380705,0,9,1
80,5.0,2.0,1.0,5.0,1.0,1125.0,96.0,0.0009550867962228236,0.0009532641232669384,0.0009723159791304242,1,0.0009466498665865484,0.0009948328630228962,0.0009980011850380705,1,9,3
81,1.0,2.0,1.0,0.0,2.0,1125.0,100.0,0.0009621372559291568,0.000998026902517281,0.0009894540267298205,1,0.0009746633968195417,0.000998000243446929,0.0009980011850380705,1,1,1
82,1.0,2.0,1.0,20.0,1.0,1125.0,100.0,0.0009898678474995661,0.0009765524454431147,0.0009881265539556895,1,0.0009478376706600245,0.0009874010217844637,0.0009867465172706325,1,9,1
83,1.0,2.0,1.0,19.0,2.0,90.0,99.0,0.0009903600425126406,0.0009980006834255744,0.0009886404829039222,1,0.0009389778892302361,0.0009826165642752875,0.0009354862295839069,1,9,1
84,21.0,8.0,5.0,230.0,3.0,1125.0,85.0,0.0009475413610348212,0.0009521114541390122,0.0009787941462175661,1,0.0009372364367954714,0.000998000243446929,0.000994563633076042,0,10,2
85,1.0,4.0,2.0,65.0,1.0,28.0,93.0,0.0009961024022076515,0.0009716741475627205,0.0009820859930719961,1,0.0009438267310143687,0.0009882397497470916,0.0009717122467163921,0,9,3
86,21.0,12.0,6.0,280.0,1.0,365.0,89.0,0.0009432901115829031,0.0009277530206392561,0.0009568572332550856,1,0.0009478838774088787,0.0009775674243222678,0.0009908747074131128,0,9,1
87,21.0,7.0,3.0,150.0,3.0,1124.0,98.0,0.0009685268203495405,0.0009709226964296896,0.000984136740546961,1,0.0009432997621234125,0.000985025693064395,0.0009937196529741798,0,9,1
88,2.0,2.0,1.0,15.0,1.0,70.0,100.0,0.000998001126581233,0.0009980006834255744,0.0009880117237469584,1,0.0009931803226380126,0.000998000243446929,0.0009980011850380705,1,9,1
89,3.0,4.0,2.0,0.0,2.0,1125.0,88.0,0.0009902025947867198,0.0009943183274716885,0.000988640426441392,1,0.0009615227467988046,0.000998000243446929,0.0009940918764200384,1,9,1
90,21.0,6.0,3.0,120.0,2.0,1125.0,94.0,0.0009575846465313041,0.0009980006834255744,0.000959524257993963,1,0.000935784887141255,0.000998000243446929,0.0009980011850380705,0,9,1
91,21.0,6.0,2.0,105.0,6.0,1125.0,93.0,0.0009933567931910627,0.0009411938724543177,0.0009482770577375981,1,0.0009506915823835652,0.0009683660877420274,0.0009669979140561521,0,9,1
92,1.0,2.0,1.0,100.0,2.0,7.0,100.0,0.0009757091090058875,0.0009980006834255744,0.0009725844770461054,1,0.0009484983481536987,0.000998000243446929,0.0009866310285102863,0,9,1
93,1.0,6.0,4.0,110.0,1.0,1125.0,96.0,0.0009848331813667656,0.000974682724323372,0.0009971147985962637,1,0.0009622544122681312,0.000991276467355891,0.000997093101500279,0,9,1
94,15.0,6.0,3.0,129.0,2.0,1125.0,98.0,0.0009534392716404627,0.0009489842870093428,0.0009911954899324265,1,0.0009359520088252356,0.0009753922355334191,0.0009973162404438144,0,9,1
95,2.0,4.0,1.0,7.0,2.0,1125.0,100.0,0.0009923642209348003,0.0009871399040988096,0.0009886330991085636,1,0.0009697535556593504,0.000998195257695441,0.0009641022659806572,0,9,1
96,21.0,2.0,1.0,30.0,3.0,14.0,100.0,0.0009643530611765693,0.000988285290007016,0.0009801076533052305,1,0.0009514789866874834,0.0009922364600871887,0.0009700586529917417,1,9,1
97,3.0,1.0,1.0,39.0,1.0,1125.0,100.0,0.0009902025947867198,0.0009980006834255744,0.0009893960054598104,1,0.000998063395507381,0.000998000243446929,0.0009980011850380705,1,9,4
98,1.0,2.0,1.0,150.0,3.0,1125.0,98.0,0.000978955146578411,0.0009902410427825921,0.0009856802066340383,1,0.0009430857714516172,0.000998000243446929,0.0009980011850380705,0,9,1
99,3.0,1.0,1.0,25.0,3.0,1125.0,100.0,0.0009960715605067093,0.0009980006834255744,0.0009897829661590148,1,0.0009963288254910931,0.0009950929126496806,0.000996528393758668,1,9,1
100,1.0,6.0,3.0,125.0,1.0,1124.0,94.0,0.0009990000000000003,0.0009726496041101929,0.0009464642852793033,1,0.000962039995280197,0.000998231529071032,0.0009816567312843588,0,9,1
101,1.0,4.0,2.0,0.0,6.0,1125.0,97.0,0.0009930159946715338,0.0009970210879748378,0.0009931772355740917,1,0.0009472877241365041,0.000990693706755303,0.0009924962608589961,0,9,1
102,4.0,8.0,5.0,115.0,3.0,1124.0,90.0,0.0009953953886943235,0.000993696196148634,0.0009855055975963338,1,0.0009420627942109354,0.000994160155253751,0.0009908579304813469,0,9,1
103,8.0,2.0,1.0,55.0,6.0,1125.0,85.0,0.000982646097253754,0.000999,0.000988966162677792,1,0.0009694552182240596,0.000998000243446929,0.0009980011850380705,0,9,1
104,21.0,6.0,3.0,250.0,3.0,1125.0,92.0,0.0009708814533166281,0.000999,0.0009886330991085636,1,0.0009701361268204561,0.000998000243446929,0.0009980011850380705,0,9,1
105,1.0,6.0,3.0,60.0,3.0,90.0,98.0,0.000992176575297268,0.0009845634627705826,0.0009782281237288063,1,0.0009397373125021356,0.0009865124518520262,0.0009873672368948864,0,9,3
106,3.0,2.0,1.0,50.0,2.0,10.0,98.0,0.0009597765165183166,0.000977641006433004,0.0009746723275697129,1,0.0009472147356249924,0.0009831352065905157,0.000988417680129072,0,3,1
107,3.0,7.0,3.0,50.0,1.0,30.0,98.0,0.0009902025947867198,0.0009980006834255744,0.0009961020263873728,1,0.0009619091888034099,0.0009970827997836324,0.000998000301659031,0,9,1
108,4.0,4.0,2.0,175.0,6.0,365.0,100.0,0.0009569455150735137,0.0009790768888055597,0.0009895631170962825,1,0.0009278793126514031,0.0009940995998496316,0.0009931847619284956,0,9,1
